episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/cma_E_policy/num_agent_steps_trained,info/learner/cma_E_policy/num_grad_updates_lifetime,info/learner/cma_E_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/saha_policy/num_agent_steps_trained,info/learner/saha_policy/num_grad_updates_lifetime,info/learner/saha_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/cma_E_policy/learner_stats/allreduce_latency,info/learner/cma_E_policy/learner_stats/grad_gnorm,info/learner/cma_E_policy/learner_stats/cur_kl_coeff,info/learner/cma_E_policy/learner_stats/cur_lr,info/learner/cma_E_policy/learner_stats/total_loss,info/learner/cma_E_policy/learner_stats/policy_loss,info/learner/cma_E_policy/learner_stats/vf_loss,info/learner/cma_E_policy/learner_stats/vf_explained_var,info/learner/cma_E_policy/learner_stats/kl,info/learner/cma_E_policy/learner_stats/entropy,info/learner/cma_E_policy/learner_stats/entropy_coeff,info/learner/saha_policy/learner_stats/allreduce_latency,info/learner/saha_policy/learner_stats/grad_gnorm,info/learner/saha_policy/learner_stats/cur_kl_coeff,info/learner/saha_policy/learner_stats/cur_lr,info/learner/saha_policy/learner_stats/total_loss,info/learner/saha_policy/learner_stats/policy_loss,info/learner/saha_policy/learner_stats/vf_loss,info/learner/saha_policy/learner_stats/vf_explained_var,info/learner/saha_policy/learner_stats/kl,info/learner/saha_policy/learner_stats/entropy,info/learner/saha_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,0,0,0,1397,1397,1408,1408,128,128,52.480311680928224,52.480311680928224,1408,128,1397,False,0,11,6a993_00000,2025-07-04_05-13-06,1751577186,2.43900990486145,25.249663591384888,31404,Royal,127.0.0.1,25.249663591384888,11,1408,1408,1397,1397,nan,nan,nan,nan,0,0,[],[],2237.12,789.52,1446.413,88.495,0.0,1408,1408,1397,1397,23.7,83.07499999999999,[],[],64.0,600.5,29.5,,,,0.0,0.346283966054519,0.003124999999999999,0.00020000000000000006,9.928224658966064,-0.0718355922649304,10.0,-9.5367431640625e-07,0.019294875477498863,3.4386273701985677,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,1525,1525,1536,1536,128,128,60.43451404089485,60.43451404089485,1536,128,1525,False,0,12,6a993_00000,2025-07-04_05-13-09,1751577189,2.117995023727417,27.367658615112305,31404,Royal,127.0.0.1,27.367658615112305,12,1536,1536,1525,1525,nan,nan,nan,nan,0,0,[],[],2167.589,789.324,1377.278,92.937,0.0,1536,1536,1525,1525,20.3,83.06666666666666,[],[],64.0,660.5,29.5,,,,0.0,0.36388294473290445,0.003124999999999999,0.00020000000000000006,9.935622215270996,-0.0644295708121111,10.0,-9.5367431640625e-07,0.016596259652600556,3.4419365445772807,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,1653,1653,1664,1664,128,128,59.93054779421532,59.93054779421532,1664,128,1653,False,0,13,6a993_00000,2025-07-04_05-13-11,1751577191,2.135805606842041,29.503464221954346,31404,Royal,127.0.0.1,29.503464221954346,13,1664,1664,1653,1653,nan,nan,nan,nan,0,0,[],[],2163.329,787.458,1374.785,93.105,0.0,1664,1664,1653,1653,15.966666666666667,83.03333333333333,[],[],64.0,720.5,29.5,,,,0.0,0.3480891570448875,0.003124999999999999,0.00020000000000000006,9.942713530858358,-0.05733642155925433,10.0,-9.5367431640625e-07,0.015978037577466846,3.42042760848999,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,1781,1781,1792,1792,128,128,59.09044563918271,59.09044563918271,1792,128,1781,False,0,14,6a993_00000,2025-07-04_05-13-13,1751577193,2.166170835494995,31.66963505744934,31404,Royal,127.0.0.1,31.66963505744934,14,1792,1792,1781,1781,nan,nan,nan,nan,0,0,[],[],2167.897,784.649,1382.264,92.602,0.0,1792,1792,1781,1781,15.333333333333334,83.06666666666666,[],[],64.0,780.5,29.5,,,,0.0,0.3631738136212031,0.003124999999999999,0.00020000000000000006,9.926460615793864,-0.07359475625368456,10.0,-9.5367431640625e-07,0.017720263007261868,3.397269042332967,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,1909,1909,1920,1920,128,128,57.60253108655912,57.60253108655912,1920,128,1909,False,0,15,6a993_00000,2025-07-04_05-13-15,1751577195,2.2221245765686035,33.891759634017944,31404,Royal,127.0.0.1,33.891759634017944,15,1920,1920,1909,1909,nan,nan,nan,nan,0,0,[],[],2172.594,779.15,1392.359,91.93,0.0,1920,1920,1909,1909,18.400000000000002,82.76666666666667,[],[],64.0,840.5,29.5,,,,0.0,0.37355313152074815,0.003124999999999999,0.00020000000000000006,9.938921483357747,-0.061138166145732004,10.0,-9.5367431640625e-07,0.019052688639688616,3.308804678916931,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2037,2037,2048,2048,128,128,60.50318659116338,60.50318659116338,2048,128,2037,False,0,16,6a993_00000,2025-07-04_05-13-17,1751577197,2.116593599319458,36.0083532333374,31404,Royal,127.0.0.1,36.0083532333374,16,2048,2048,2037,2037,nan,nan,nan,nan,0,0,[],[],2173.717,773.776,1398.948,91.497,0.0,2048,2048,2037,2037,20.2,82.66666666666667,[],[],64.0,900.5,29.5,,,,0.0,0.3957821637392044,0.003124999999999999,0.00020000000000000006,9.930130497614543,-0.06994510272828242,10.0,-9.5367431640625e-07,0.024175704732260783,3.2996309995651245,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2165,2165,2176,2176,128,128,62.22705074972649,62.22705074972649,2176,128,2165,False,0,17,6a993_00000,2025-07-04_05-13-19,1751577199,2.056983232498169,38.06533646583557,31404,Royal,127.0.0.1,38.06533646583557,17,2176,2176,2165,2165,nan,nan,nan,nan,0,0,[],[],2167.716,764.398,1402.523,91.264,0.0,2176,2176,2165,2165,27.933333333333334,83.0,[],[],64.0,960.5,29.5,,,,0.0,0.4013767510652542,0.0046875000000000016,0.00020000000000000006,9.939365816116332,-0.06072272683183352,10.0,-9.5367431640625e-07,0.018853441390577548,3.2960534850756327,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2293,2293,2304,2304,128,128,59.99706670081846,59.99706670081846,2304,128,2293,False,0,18,6a993_00000,2025-07-04_05-13-22,1751577202,2.1334376335144043,40.198774099349976,31404,Royal,127.0.0.1,40.198774099349976,18,2304,2304,2293,2293,nan,nan,nan,nan,0,0,[],[],2171.141,765.17,1405.177,91.092,0.0,2304,2304,2293,2293,20.766666666666666,83.26666666666667,[],[],64.0,1020.5,29.5,,,,0.0,0.37843982328971226,0.0046875000000000016,0.00020000000000000006,9.945782136917114,-0.05429189428687096,10.0,-9.5367431640625e-07,0.01578924905055222,3.3038053790728252,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2421,2421,2432,2432,128,128,61.05084233462246,61.05084233462246,2432,128,2421,False,0,19,6a993_00000,2025-07-04_05-13-24,1751577204,2.0966131687164307,42.295387268066406,31404,Royal,127.0.0.1,42.295387268066406,19,2432,2432,2421,2421,nan,nan,nan,nan,0,0,[],[],2166.711,762.527,1403.291,91.214,0.0,2432,2432,2421,2421,32.333333333333336,83.3,[],[],64.0,1080.5,29.5,,,,0.0,0.39660977671543757,0.0046875000000000016,0.00020000000000000006,9.933621756235759,-0.06647540085638563,10.0,-9.5367431640625e-07,0.02071361545313266,3.2998494108517966,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2549,2549,2560,2560,128,128,57.87719150723434,57.87719150723434,2560,128,2549,False,0,20,6a993_00000,2025-07-04_05-13-26,1751577206,2.2115793228149414,44.50696659088135,31404,Royal,127.0.0.1,44.50696659088135,20,2560,2560,2549,2549,nan,nan,nan,nan,0,0,[],[],2169.531,759.167,1409.269,90.827,0.0,2560,2560,2549,2549,20.3,83.3,[],[],64.0,1140.5,29.5,,,,0.0,0.40057529459396995,0.007031250000000001,0.00020000000000000006,9.94647086461385,-0.053663813912620144,10.0,-9.5367431640625e-07,0.01915269350683548,3.24669775168101,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2677,2677,2688,2688,128,128,60.659493566909326,60.659493566909326,2688,128,2677,False,0,21,6a993_00000,2025-07-04_05-13-28,1751577208,2.111137866973877,46.618104457855225,31404,Royal,127.0.0.1,46.618104457855225,21,2688,2688,2677,2677,nan,nan,nan,nan,0,0,[],[],2136.644,753.231,1382.42,92.591,0.0,2688,2688,2677,2677,24.133333333333336,83.2,[],[],64.0,1200.5,29.5,,,,0.0,0.41518693417310715,0.007031250000000001,0.00020000000000000006,9.925055774052938,-0.07510247407481074,10.0,-9.5367431640625e-07,0.022503135332869916,3.2070024768511454,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2805,2805,2816,2816,128,128,62.711121203371185,62.711121203371185,2816,128,2805,False,0,22,6a993_00000,2025-07-04_05-13-30,1751577210,2.041105270385742,48.65920972824097,31404,Royal,127.0.0.1,48.65920972824097,22,2816,2816,2805,2805,nan,nan,nan,nan,0,0,[],[],2128.955,748.703,1379.16,92.81,0.0,2816,2816,2805,2805,27.03333333333333,83.4,[],[],64.0,1260.5,29.5,,,,0.0,0.39328624606132506,0.010546874999999995,0.00020000000000000006,9.944434531529744,-0.05575302469854553,10.0,-9.5367431640625e-07,0.01777533489200813,3.163693050543467,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,2933,2933,2944,2944,128,128,61.05785502562715,61.05785502562715,2944,128,2933,False,0,23,6a993_00000,2025-07-04_05-13-32,1751577212,2.096372365951538,50.755582094192505,31404,Royal,127.0.0.1,50.755582094192505,23,2944,2944,2933,2933,nan,nan,nan,nan,0,0,[],[],2125.012,746.863,1377.256,92.938,0.0,2944,2944,2933,2933,32.49999999999999,83.56666666666666,[],[],64.0,1320.5,29.5,,,,0.0,0.3987796815733115,0.010546874999999995,0.00020000000000000006,9.957852490743,-0.04229913672121863,10.0,-9.5367431640625e-07,0.014378066034129706,3.208674200375875,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3061,3061,3072,3072,128,128,61.196034318598414,61.196034318598414,3072,128,3061,False,0,24,6a993_00000,2025-07-04_05-13-35,1751577215,2.0916388034820557,52.84722089767456,31404,Royal,127.0.0.1,52.84722089767456,24,3072,3072,3061,3061,nan,nan,nan,nan,0,0,[],[],2117.559,749.716,1366.941,93.64,0.1,3072,3072,3061,3061,30.233333333333334,83.46666666666667,[],[],64.0,1380.5,29.5,,,,0.0,0.3993742048740387,0.010546874999999995,0.00020000000000000006,9.948673899968465,-0.05150733959550659,10.0,-9.5367431640625e-07,0.01718540326291986,3.0795913259188334,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3189,3189,3200,3200,128,128,58.323943889956126,58.323943889956126,3200,128,3189,False,0,25,6a993_00000,2025-07-04_05-13-37,1751577217,2.194638967514038,55.0418598651886,31404,Royal,127.0.0.1,55.0418598651886,25,3200,3200,3189,3189,nan,nan,nan,nan,0,0,[],[],2114.81,752.331,1361.679,94.002,0.1,3200,3200,3189,3189,30.133333333333336,83.4,[],[],64.0,1440.5,29.5,,,,0.0,0.4086426079273224,0.010546874999999995,0.00020000000000000006,9.937736479441325,-0.06250929788996776,10.0,-9.5367431640625e-07,0.023301233653546187,3.162254571914673,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3317,3317,3328,3328,128,128,55.35358847609676,55.35358847609676,3328,128,3317,False,0,26,6a993_00000,2025-07-04_05-13-39,1751577219,2.312406539916992,57.35426640510559,31404,Royal,127.0.0.1,57.35426640510559,26,3328,3328,3317,3317,nan,nan,nan,nan,0,0,[],[],2134.491,763.675,1369.82,93.443,0.1,3328,3328,3317,3317,32.25,83.4,[],[],64.0,1500.5,29.5,,,,0.0,0.4447407158712546,0.015820312500000006,0.00020000000000000006,9.952405436833699,-0.04780688857038816,10.0,-9.5367431640625e-07,0.013427293430791565,3.1117738326390585,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3445,3445,3456,3456,128,128,64.23742692731396,64.23742692731396,3456,128,3445,False,0,27,6a993_00000,2025-07-04_05-13-41,1751577221,1.993607521057129,59.34787392616272,31404,Royal,127.0.0.1,59.34787392616272,27,3456,3456,3445,3445,nan,nan,nan,nan,0,0,[],[],2128.054,767.195,1359.862,94.127,0.1,3456,3456,3445,3445,31.46666666666667,83.46666666666667,[],[],64.0,1560.5,29.5,,,,0.0,0.3755751815934976,0.015820312500000006,0.00020000000000000006,9.957398589452108,-0.04288054703113933,10.0,-9.5367431640625e-07,0.017635441843555366,3.2305646379788717,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3573,3573,3584,3584,128,128,60.68905444291913,60.68905444291913,3584,128,3573,False,0,28,6a993_00000,2025-07-04_05-13-43,1751577223,2.1101157665252686,61.45798969268799,31404,Royal,127.0.0.1,61.45798969268799,28,3584,3584,3573,3573,nan,nan,nan,nan,0,0,[],[],2125.621,765.756,1358.869,94.196,0.1,3584,3584,3573,3573,24.400000000000002,83.53333333333333,[],[],64.0,1620.5,29.5,,,,0.0,0.38002614105741184,0.015820312500000006,0.00020000000000000006,9.941531244913737,-0.05871379673480988,10.0,-9.5367431640625e-07,0.015494256781957549,3.2213659922281903,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3701,3701,3712,3712,128,128,63.75472777191933,63.75472777191933,3712,128,3701,False,0,29,6a993_00000,2025-07-04_05-13-45,1751577225,2.008699893951416,63.466689586639404,31404,Royal,127.0.0.1,63.466689586639404,29,3712,3712,3701,3701,nan,nan,nan,nan,0,0,[],[],2116.729,764.581,1351.252,94.727,0.1,3712,3712,3701,3701,33.349999999999994,83.85,[],[],64.0,1680.5,29.5,,,,0.0,0.3690357965727647,0.015820312500000006,0.00020000000000000006,9.956884972254436,-0.043320869499196606,10.0,-9.5367431640625e-07,0.013011172474580234,3.185853632291158,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3829,3829,3840,3840,128,128,62.41055817405805,62.41055817405805,3840,128,3829,False,0,30,6a993_00000,2025-07-04_05-13-48,1751577228,2.0519490242004395,65.51863861083984,31404,Royal,127.0.0.1,65.51863861083984,30,3840,3840,3829,3829,nan,nan,nan,nan,0,0,[],[],2100.665,763.832,1336.137,95.799,0.1,3840,3840,3829,3829,24.599999999999998,83.93333333333334,[],[],64.0,1740.5,29.5,,,,0.0,0.4230917786558469,0.015820312500000006,0.00020000000000000006,9.949813731511433,-0.05053157969377935,10.0,-9.5367431640625e-07,0.021826438932475867,3.0363996267318725,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,3957,3957,3968,3968,128,128,62.87294842323692,62.87294842323692,3968,128,3957,False,0,31,6a993_00000,2025-07-04_05-13-50,1751577230,2.0358517169952393,67.55449032783508,31404,Royal,127.0.0.1,67.55449032783508,31,3968,3968,3957,3957,nan,nan,nan,nan,0,0,[],[],2093.236,758.325,1334.215,95.937,0.1,3968,3968,3957,3957,35.833333333333336,84.0,[],[],64.0,1800.5,29.5,,,,0.0,0.42884783844153085,0.023730468750000004,0.00020000000000000006,9.934575780232747,-0.06591708504905304,10.0,-9.5367431640625e-07,0.020773337336383216,3.013763431708018,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4085,4085,4096,4096,128,128,63.84350038785036,63.84350038785036,4096,128,4085,False,0,32,6a993_00000,2025-07-04_05-13-52,1751577232,2.0049026012420654,69.55939292907715,31404,Royal,127.0.0.1,69.55939292907715,32,4096,4096,4085,4085,nan,nan,nan,nan,0,0,[],[],2089.616,756.628,1332.292,96.075,0.1,4096,4096,4085,4085,29.433333333333337,84.03333333333333,[],[],64.0,1860.5,29.5,,,,0.0,0.41609983121355376,0.03559570312499998,0.00020000000000000006,9.941465552647909,-0.059159169097741444,10.0,-9.5367431640625e-07,0.01755248610344703,3.001698939005534,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4213,4213,4224,4224,128,128,61.26319851846628,61.26319851846628,4224,128,4213,False,0,33,6a993_00000,2025-07-04_05-13-54,1751577234,2.089345693588257,71.6487386226654,31404,Royal,127.0.0.1,71.6487386226654,33,4224,4224,4213,4213,nan,nan,nan,nan,0,0,[],[],2088.913,752.309,1335.907,95.815,0.1,4224,4224,4213,4213,19.833333333333332,84.1,[],[],64.0,1920.5,29.5,,,,0.0,0.38338202238082886,0.03559570312499998,0.00020000000000000006,9.942665926615398,-0.0582018182768176,10.0,-9.5367431640625e-07,0.024378196158105443,3.153309774398804,0.0,,,,,,,,,,,
